Gene Symbol,-2_diff,-1_diff,0_diff,1_diff,2_diff
LOC574538,0.17,3.63,-3.5,1.39,-1.68
LOC595101,0.17,9.51,-13.81,4.13,0.0
LOC606724,0.17,9.51,-13.64,3.96,0.0
LOC613037,0.17,9.51,-13.64,3.96,0.0
LOC613038,0.17,9.51,-13.64,3.96,0.0
LOC619207,3.62,56.32,-59.89,0.34,-0.39
LOC63930,0.0,3.1,-32.17,29.33,-0.26
LOC641298,0.34,12.04,-16.72,4.33,0.0
LOC641364,-1.24,-9.86,6.37,4.74,0.0
LOC641365,-1.24,-9.86,6.37,4.74,0.0
LOC641367,-0.2,1.43,-20.52,19.14,0.14
LOC641515,0.0,-0.77,-9.78,9.74,0.81
LOC641518,-0.22,-9.65,6.26,3.47,0.14
LOC641746,-0.39,-0.12,-58.14,56.76,1.89
LOC642236,0.69,11.59,-18.65,6.03,0.34
LOC642361,-0.03,66.35,-65.86,-0.61,0.14
LOC642366,0.34,0.97,-7.49,6.16,0.0
LOC642426,-0.2,16.62,-18.53,3.1,-0.98
LOC642826,0.17,65.85,-64.92,-0.88,-0.22
LOC642846,0.17,6.59,-6.29,1.5,-1.98
LOC642852,0.17,2.65,-8.51,6.11,-0.42
LOC642929,0.69,11.59,-18.65,6.03,0.34
LOC643037,0.0,12.26,-3.58,-8.63,-0.05
LOC643201,-0.22,-0.79,-4.95,6.36,-0.39
LOC643339,0.34,-2.1,-3.34,5.28,-0.2
LOC643387,-3.2,-0.19,0.17,3.22,0.0
LOC643401,0.0,1.43,-6.78,5.55,-0.2
LOC643406,-0.2,1.72,-30.84,29.71,-0.39
LOC643441,-0.2,-31.32,21.27,10.24,0.0
LOC643529,1.17,64.44,-65.57,-0.22,0.17
LOC643542,-0.2,-0.44,-6.17,6.84,-0.03
LOC643623,0.0,12.94,-15.91,2.97,0.0
LOC643648,0.69,11.59,-18.65,6.03,0.34
LOC643650,0.17,65.85,-64.92,-0.88,-0.22
LOC643669,0.0,-34.32,6.54,27.88,-0.09
LOC643714,0.17,12.04,-14.88,2.67,0.0
LOC643723,0.17,2.69,-10.91,7.88,0.17
LOC643733,-0.2,12.18,-1.85,-9.53,-0.61
LOC643770,0.17,-1.31,-3.9,5.07,-0.03
LOC643802,0.0,12.38,-15.05,2.67,0.0
LOC643837,-0.64,-22.84,11.91,11.08,0.49
LOC643923,0.0,12.18,-2.02,-9.55,-0.61
LOC643955,-0.39,0.22,-57.55,54.15,3.56
LOC644100,0.0,0.03,-4.97,4.94,0.0
LOC644145,-0.2,-4.27,-2.37,4.04,2.8
LOC644172,-0.03,5.12,-11.46,6.57,-0.2
LOC644189,0.0,-33.63,5.18,28.34,0.1
LOC644242,-0.03,-30.39,20.51,9.9,0.0
LOC644246,-0.03,5.12,-11.46,6.57,-0.2
LOC644248,-0.39,-7.23,4.52,3.13,-0.03
LOC644554,0.0,-34.44,5.79,28.17,0.47
LOC644649,0.17,10.92,-13.55,2.47,0.0
LOC644656,-2.02,3.37,1.42,-2.36,-0.39
LOC644669,-0.2,-1.29,-4.3,5.78,0.0
LOC644714,-0.78,0.89,-7.08,6.8,0.17
LOC644838,0.0,4.11,-6.38,2.27,0.0
LOC644936,0.17,0.34,-6.12,5.26,0.34
LOC644961,0.0,-28.42,17.76,10.49,0.17
LOC644990,0.0,2.03,-7.79,6.57,-0.81
LOC645166,0.0,-14.05,4.22,9.86,-0.03
LOC645206,0.0,1.23,-6.86,6.22,-0.59
LOC645212,0.17,12.1,-14.63,2.19,0.17
LOC645249,-0.03,0.66,-49.36,49.07,-0.37
LOC645355,0.0,0.64,-4.94,4.31,0.0
LOC645431,0.14,6.09,-9.64,3.39,0.0
LOC645434,-0.22,13.61,-16.19,2.8,0.0
LOC645513,-0.42,-9.34,5.94,3.66,0.14
LOC645591,0.0,0.44,-49.03,48.67,-0.07
LOC645638,0.0,4.74,-10.22,6.11,-0.64
LOC645676,0.0,-0.07,-10.59,10.19,0.47
LOC645752,-0.03,8.87,-11.65,2.8,0.0
LOC645949,-0.03,1.78,-4.84,2.56,0.52
LOC646168,-0.2,0.33,-11.52,10.91,0.47
LOC646214,-0.42,11.15,-12.91,2.36,-0.2
LOC646268,0.0,-0.07,-9.75,9.67,0.14
LOC646278,-0.39,12.8,-14.46,1.87,0.17
LOC646324,-0.03,1.59,-4.03,2.46,0.0
LOC646329,0.0,-0.09,-47.5,48.81,-1.22
LOC646471,0.0,-28.25,17.93,10.15,0.17
LOC646498,-0.98,1.6,-8.27,7.83,-0.2
LOC646508,-1.83,-33.95,10.75,24.68,0.34
LOC646576,-1.42,-10.04,7.26,4.2,0.0
LOC646626,0.0,-30.14,19.72,10.62,-0.2
LOC646627,-0.09,-1.82,-8.39,10.16,0.14
LOC646719,0.0,1.32,-7.4,6.27,-0.2
LOC646736,-0.22,1.69,-3.76,2.29,0.0
LOC646743,0.0,2.98,-5.4,2.61,-0.2
LOC646762,0.0,0.22,-56.9,56.24,0.44
LOC646813,0.0,9.84,-5.13,-4.52,-0.2
LOC646851,-0.2,21.72,-23.03,1.73,-0.22
LOC646862,-2.79,-35.06,9.92,27.95,-0.03
LOC646903,-0.2,0.74,-11.35,10.46,0.34
LOC646938,-0.03,9.06,-11.88,2.83,0.0
LOC646999,0.0,0.77,-56.05,54.82,0.47
LOC647012,0.17,3.5,-5.74,1.9,0.17
LOC647107,-0.2,0.96,-12.01,10.75,0.49
LOC647323,-0.61,2.16,-12.58,10.75,0.27
LOC647589,-0.03,1.02,-2.98,2.81,-0.83
LOC647859,0.17,1.43,-7.62,6.02,0.0
LOC647946,0.0,-0.65,-6.36,7.05,-0.05
LOC647979,0.0,2.33,-31.85,29.33,0.17
LOC648691,0.17,19.62,-21.65,2.1,-0.25
LOC648740,-0.2,-30.98,20.76,10.44,-0.03
LOC648809,0.17,8.87,-11.68,2.46,0.17
LOC648987,0.17,1.02,-7.32,6.32,-0.2
LOC649133,0.0,11.5,1.52,-10.83,-2.2
LOC649330,-0.2,-26.43,14.36,11.57,0.69
LOC649395,-0.2,0.05,-58.33,56.76,1.72
LOC650226,-0.2,0.42,-57.2,51.4,5.58
LOC650293,0.17,-0.52,-2.41,3.15,-0.39
LOC650368,-2.25,3.07,2.27,-2.9,-0.2
LOC650623,-0.03,66.35,-65.86,-0.61,0.14
LOC652276,0.17,8.7,-14.07,4.68,0.52
LOC653061,-0.42,11.15,-12.91,2.36,-0.2
LOC653075,-0.39,12.8,-14.46,1.87,0.17
LOC653160,0.0,-30.34,18.82,11.01,0.52
LOC653486,-2.83,5.31,0.26,-2.7,-0.03
LOC653501,0.69,11.59,-18.65,6.03,0.34
LOC653513,0.0,-14.05,4.22,9.86,-0.03
LOC653566,0.0,-27.98,17.15,10.32,0.52
LOC653653,0.0,4.74,-10.22,6.11,-0.64
LOC653712,-0.59,2.97,-11.25,8.86,0.0
LOC653786,0.34,12.04,-16.72,4.33,0.0
LOC654342,0.0,2.64,-5.25,2.44,0.17
LOC654433,0.0,3.93,-6.2,2.27,0.0
LOC678655,0.0,5.0,-3.7,1.36,-2.66
LOC723809,0.0,0.44,-48.64,48.47,-0.26
LOC727677,0.0,5.58,2.48,-5.29,-2.76
LOC727710,0.17,12.83,-16.82,3.65,0.17
LOC727849,-0.03,8.75,-11.36,2.63,0.0
LOC727896,0.0,-0.14,-4.35,4.34,0.17
LOC727915,0.34,8.89,-11.88,2.46,0.17
LOC727924,-0.42,11.15,-12.91,2.36,-0.2
LOC727982,-0.2,1.88,-4.2,2.21,0.3
LOC728012,0.17,10.82,-13.77,2.78,0.0
LOC728024,0.0,8.23,-7.77,-0.27,-0.2
LOC728066,0.0,0.08,-52.9,50.89,1.94
LOC728084,0.52,-2.1,-3.69,5.46,-0.2
LOC728175,-2.42,-8.14,6.24,4.33,0.0
LOC728190,0.14,65.83,-65.71,-0.44,0.17
LOC728218,0.64,65.35,-65.71,-0.44,0.17
LOC728228,0.0,1.55,-31.38,30.05,-0.22
LOC728323,-3.98,0.7,0.24,3.05,0.0
LOC728342,0.0,0.03,-5.17,5.13,0.0
LOC728369,0.17,-0.52,-2.41,3.15,-0.39
LOC728373,0.17,-0.52,-2.41,3.15,-0.39
LOC728377,0.17,0.22,-48.87,48.44,0.03
LOC728379,0.17,-0.52,-2.41,3.15,-0.39
LOC728392,0.0,12.12,-14.51,2.42,-0.03
LOC728393,0.17,-0.52,-2.41,3.15,-0.39
LOC728400,0.17,-0.52,-2.41,3.15,-0.39
LOC728405,0.17,-0.52,-2.41,3.15,-0.39
LOC728407,0.34,66.12,-65.22,-1.05,-0.2
LOC728431,-0.2,-30.64,19.48,11.01,0.34
LOC728463,0.17,2.54,-10.91,7.85,0.34
LOC728537,0.0,2.68,-5.49,2.63,0.17
LOC728554,-0.22,-0.65,-5.25,6.71,-0.59
LOC728558,-0.2,66.35,-66.65,0.34,0.14
LOC728606,-0.2,-1.6,-4.1,5.56,0.34
LOC728613,0.13,0.7,-7.01,6.44,-0.25
LOC728640,0.0,66.81,-66.09,-0.68,-0.03
LOC728643,0.17,65.85,-64.92,-0.88,-0.22
LOC728716,-0.61,-21.41,11.3,10.56,0.17
LOC728723,0.17,0.51,-6.34,5.65,0.0
LOC728724,0.0,5.41,2.8,-5.28,-2.94
LOC728730,0.17,2.2,-4.74,2.56,-0.2
LOC728739,0.49,-2.55,-2.83,5.08,-0.2
LOC728743,0.0,0.74,-49.16,48.95,-0.54
LOC728752,0.0,-33.63,5.01,28.51,0.1
LOC728758,0.34,12.46,-15.17,2.19,0.17
LOC728819,0.0,2.2,-4.76,2.76,-0.2
LOC728855,0.0,-14.05,4.22,9.86,-0.03
LOC728875,0.0,-14.05,4.22,9.86,-0.03
LOC728978,0.34,66.81,-67.06,-0.09,0.0
LOC728989,0.0,-14.05,4.22,9.86,-0.03
LOC729013,-1.83,2.83,1.93,-2.53,-0.39
LOC729020,-0.39,65.03,-64.93,0.14,0.14
LOC729041,0.0,-32.4,21.96,10.27,0.17
LOC729059,0.0,-27.07,16.97,9.95,0.14
LOC729080,0.0,-0.83,-4.66,5.5,-0.03
LOC729121,0.0,4.06,-6.69,2.29,0.34
LOC729156,-0.2,-0.12,-58.11,56.73,1.69
LOC729176,-0.22,12.23,-14.81,2.8,0.0
LOC729177,0.0,6.94,-9.18,2.46,-0.22
LOC729178,-0.05,12.06,-14.81,2.8,0.0
LOC729234,0.0,2.86,-5.66,2.63,0.17
LOC729264,0.17,11.26,-14.43,3.01,0.0
LOC729444,0.34,19.48,-22.04,2.28,-0.05
LOC729506,-0.05,-0.14,-6.05,6.29,-0.05
LOC729513,0.0,11.82,-14.63,2.81,0.0
LOC729603,-0.25,11.76,-13.93,2.41,0.0
LOC729668,-0.03,66.8,-57.65,-8.9,-0.22
LOC729678,-0.22,-0.5,-4.86,6.16,-0.59
LOC729683,0.0,4.74,-10.22,6.47,-1.0
LOC729737,-0.64,-22.84,11.91,11.08,0.49
LOC729739,-0.03,8.7,-12.19,3.52,0.0
LOC729799,0.52,6.05,-2.73,-3.84,0.0
LOC729852,-0.39,0.1,-56.08,56.24,0.13
LOC729862,0.0,0.57,-6.26,5.9,-0.2
LOC729911,-0.03,8.89,-11.71,2.83,0.0
LOC729950,-0.2,-2.21,-4.05,6.29,0.17
LOC729966,0.0,2.21,-20.29,18.09,-0.03
LOC729970,0.0,-30.31,19.9,10.44,-0.03
LOC729987,-0.2,-30.83,20.77,10.44,-0.2
LOC730091,-0.2,1.13,-11.69,10.41,0.34
LOC730101,0.17,8.83,-12.25,3.64,-0.39
LOC730102,0.0,0.04,-9.6,9.57,0.0
LOC730159,0.0,0.06,-9.77,9.72,0.0
LOC730227,0.0,-0.94,-10.22,10.23,0.94
LOC730441,-0.03,0.42,-48.3,48.05,-0.14
LOC730668,0.1,21.11,-21.64,0.83,-0.39
LOC730755,0.17,6.06,-11.59,5.37,0.0
LOC730811,-0.39,2.03,-3.97,2.39,-0.07
LOC731223,-0.03,7.15,-10.84,3.71,0.0
LOC731275,-0.42,-1.56,-8.66,9.27,1.35
LOC731424,-2.61,-8.49,6.56,4.55,0.0
LOC731779,-0.78,5.82,2.5,-4.64,-2.91
LOC731789,0.0,67.31,-58.71,-8.57,-0.03
LOC732275,0.49,11.8,-15.11,2.81,0.0
LOC79015,0.0,2.31,-31.52,29.22,0.0
LOC80054,0.17,-32.95,3.45,29.2,0.13
LOC81691,0.17,10.69,-14.83,3.96,0.0
LOC84856,0.0,63.93,-63.2,-0.73,0.0
LOC84931,0.0,3.4,-5.99,2.59,0.0
LOC84989,0.34,67.12,-67.17,-0.26,-0.03
LOC90246,-0.59,2.97,-11.45,9.06,0.0
LOC90499,0.0,2.86,-5.49,2.46,0.17
LOC90784,0.0,2.47,-6.43,3.47,0.49
LOC90834,1.08,21.79,-22.28,-0.38,-0.22
LOC91149,0.17,1.81,-4.98,3.0,0.0
LOC91450,-0.03,8.87,-11.65,2.8,0.0
LOC91948,-0.03,9.06,-10.87,1.85,-0.03
LOC93432,-0.03,0.25,-48.3,48.22,-0.14
LOC93622,0.14,-0.49,-2.95,3.3,0.0
LOC96610,0.17,19.62,-21.65,2.1,-0.25
LOH12CR1,-0.03,5.89,-7.59,2.53,-0.81
LOH12CR2,-0.2,5.89,-7.42,2.53,-0.81
LONP1,0.17,1.76,-18.97,18.26,-1.23
LONP2,0.17,11.96,-14.6,2.67,-0.2
LONRF1,-0.2,7.06,-7.29,0.25,0.17
LONRF2,0.0,3.23,-5.86,2.46,0.17
LOR,0.0,-0.41,-8.89,9.16,0.14
LOX,0.0,-0.33,-4.6,4.94,0.0
LOXHD1,0.0,-1.43,-5.46,6.71,0.17
LOXL1,-0.03,8.7,-12.05,3.37,0.0
LOXL2,-0.2,8.14,-8.71,0.42,0.34
LOXL3,0.0,2.59,-5.21,2.61,0.0
LOXL4,-0.03,65.86,-66.33,0.14,0.34
LPA,-0.07,11.91,-14.24,2.41,0.0
LPAL2,-0.25,12.45,-14.61,2.41,0.0
LPAR1,0.0,1.23,-10.53,9.15,0.14
LPAR2,0.0,1.85,-20.85,19.22,-0.22
LPAR3,-0.2,-30.14,19.91,10.62,-0.2
LPAR5,0.0,5.0,-3.35,1.19,-2.83
LPAR6,1.06,13.25,-14.73,0.61,-0.2
LPCAT1,0.13,0.7,-7.01,6.44,-0.25
LPCAT2,0.17,11.15,-13.99,2.49,0.17
LPCAT3,0.0,4.97,-3.71,1.02,-2.27
LPCAT4,-0.03,14.64,-16.81,2.02,0.17
LPGAT1,0.17,1.73,-10.81,8.56,0.34
LPHN1,0.0,1.7,-19.5,18.44,-0.64
LPHN2,-0.03,-30.31,19.9,10.63,-0.2
LPHN3,-0.39,-5.15,2.05,3.27,0.22
LPIN1,-0.2,1.25,-3.69,2.17,0.47
LPIN2,0.0,-0.14,-4.53,4.51,0.17
LPIN3,0.0,2.5,-32.04,28.88,0.66
LPL,-0.2,7.95,-8.33,0.25,0.34
LPO,0.0,4.38,-10.04,5.91,-0.25
LPP,-0.42,1.69,-14.22,11.94,1.0
LPP-AS2,-0.22,1.74,-14.12,11.6,1.0
LPPR1,0.0,2.31,-11.12,9.0,-0.2
LPPR2,0.0,1.65,-19.53,18.92,-1.05
LPPR3,0.34,1.19,-19.37,20.17,-2.35
LPPR4,-0.03,-31.17,20.77,10.62,-0.2
LPPR5,-0.2,-31.0,20.77,10.62,-0.2
LPXN,0.0,11.4,-5.79,-5.6,-0.03
LRAT,-1.42,-11.45,8.65,4.22,0.0
LRBA,-1.24,-10.3,7.94,3.64,-0.03
LRCH1,0.22,13.22,-14.23,0.98,-0.2
LRCH3,-1.4,1.48,-11.46,10.74,0.64
LRCH4,0.0,0.61,-49.94,49.27,0.05
LRFN1,0.0,-34.33,7.27,27.19,-0.12
LRFN2,0.0,8.14,-11.16,3.07,-0.05
LRFN3,0.0,-33.17,4.38,29.06,-0.26
LRFN4,0.0,12.93,-6.57,-5.95,-0.39
LRFN5,0.17,15.44,-18.17,2.41,0.14
LRG1,0.17,1.36,-19.48,18.67,-0.73
LRGUK,0.0,-0.09,-48.5,48.78,-0.2
LRIF1,-0.2,-31.15,21.12,10.23,0.0
LRIG1,-0.39,0.93,-7.84,7.49,-0.2
LRIG2,-0.2,-31.15,21.1,10.24,0.0
LRIG3,0.0,0.14,-7.83,5.02,2.67
LRIT1,0.34,65.76,-65.47,-0.44,-0.2
LRIT2,0.34,65.76,-65.47,-0.44,-0.2
LRIT3,-0.03,-9.73,6.47,3.1,0.17
LRMP,0.0,4.51,-7.24,2.34,0.39
LRP1,0.17,0.29,-6.66,5.48,0.72
LRP10,0.17,16.76,-18.53,2.44,-0.83
LRP11,-0.42,12.08,-14.64,2.97,0.0
LRP12,0.0,5.8,1.31,-5.52,-1.59
LRP1B,0.98,6.03,-9.53,2.71,-0.2
LRP2,0.17,2.17,-5.15,2.63,0.17
LRP2BP,-2.61,-8.49,6.56,4.55,0.0
LRP3,0.34,-32.95,3.11,29.2,0.3
LRP4,0.17,7.35,-3.3,-4.23,0.0
LRP5,0.17,13.96,-6.48,-7.79,0.14
LRP5L,0.0,20.68,-21.87,1.39,-0.2
LRP6,-0.2,6.28,-7.76,2.51,-0.83
LRP8,0.0,-31.03,20.37,10.49,0.17
LRPAP1,0.0,0.17,-2.85,2.88,-0.2
LRPPRC,0.0,2.2,-4.59,2.59,-0.2
LRR1,0.0,12.06,-14.27,2.41,-0.2
LRRC1,0.17,7.89,-11.12,3.47,-0.42
LRRC10,0.17,-0.84,-5.99,4.99,1.67
LRRC10B,0.0,12.48,-5.93,-6.55,0.0
LRRC14,-1.57,5.88,3.03,-4.64,-2.71
LRRC14B,0.47,-0.5,-6.48,6.76,-0.25
LRRC15,-0.61,2.51,-12.58,10.41,0.27
LRRC16A,0.0,6.77,-9.23,2.49,-0.03
LRRC16B,-0.2,16.91,-17.92,2.21,-1.0
LRRC17,0.0,0.44,-49.4,48.86,0.1
LRRC18,0.86,64.93,-64.89,-0.71,-0.2
LRRC19,4.23,21.69,-28.95,3.02,0.0
LRRC2,-0.81,0.7,-6.69,6.8,0.0
LRRC20,0.34,66.95,-67.03,-0.26,0.0
LRRC23,0.0,5.0,-3.37,1.02,-2.64
LRRC24,-1.57,5.88,3.03,-4.64,-2.71
LRRC25,0.0,2.24,-20.09,18.24,-0.39
LRRC26,0.0,3.12,-10.74,8.07,-0.46
LRRC27,-0.46,60.04,-59.92,0.34,0.0
LRRC28,-0.03,8.53,-10.11,1.63,-0.03
LRRC29,0.0,11.62,-14.24,2.62,0.0
LRRC3,0.0,2.7,-8.98,6.47,-0.2
LRRC30,0.0,0.09,-4.94,4.85,0.0
LRRC31,-0.2,0.22,-11.54,11.64,-0.12
LRRC32,0.0,12.76,-5.47,-7.62,0.34
LRRC33,-1.4,1.95,-10.85,10.02,0.27
LRRC34,-0.2,0.02,-11.54,11.47,0.25
LRRC36,0.0,11.62,-14.41,2.79,0.0
LRRC37A,-0.03,5.12,-11.46,6.57,-0.2
LRRC37A2,-0.03,5.12,-11.46,6.57,-0.2
LRRC37A3,0.0,4.91,-9.87,5.77,-0.81
LRRC37A4,-0.03,5.12,-11.46,6.57,-0.2
LRRC37B,-0.2,7.62,-13.22,5.8,0.0
LRRC37BP1,0.14,8.12,-13.52,5.29,-0.03
LRRC38,0.0,-27.12,14.52,11.57,1.03
LRRC39,-0.2,-31.34,21.12,10.62,-0.2
LRRC3B,0.0,1.64,-7.62,6.76,-0.78
LRRC3C,0.17,7.6,-12.94,5.17,0.0
LRRC4,0.0,-0.09,-47.91,47.66,0.35
LRRC40,0.0,-30.81,20.15,10.49,0.17
LRRC41,0.0,-32.4,21.96,10.27,0.17
LRRC42,0.0,-31.17,20.68,10.49,0.0
LRRC43,0.17,-0.82,-3.14,4.6,-0.81
LRRC45,-0.39,7.94,-10.87,4.69,-1.37
LRRC46,0.17,5.26,-12.0,6.57,0.0
LRRC47,-0.61,-20.81,10.86,10.39,0.17
LRRC48,0.17,8.92,-14.19,4.92,0.17
LRRC49,0.0,8.31,-11.31,2.66,0.34
LRRC4B,-1.59,-32.31,9.36,24.37,0.17
LRRC4C,0.14,5.76,-2.25,-3.66,0.0
LRRC52,0.0,-0.29,-9.04,9.52,-0.2
LRRC55,0.0,11.6,-6.32,-5.08,-0.2
LRRC56,-2.83,5.31,0.26,-2.7,-0.03
LRRC57,0.17,12.44,-15.34,2.38,0.34
LRRC58,-0.59,3.36,-11.69,8.91,0.0
LRRC59,0.0,4.48,-11.98,7.33,0.17
LRRC6,0.0,5.71,2.13,-5.49,-2.35
LRRC61,0.0,0.74,-49.16,48.78,-0.37
LRRC66,0.0,-3.52,-3.07,4.4,2.19
LRRC69,0.0,5.36,-1.94,-3.34,-0.07
LRRC7,0.0,-31.0,20.34,10.49,0.17
LRRC70,0.17,1.32,-7.49,5.99,0.0
LRRC71,0.0,-0.43,-9.14,9.67,-0.09
LRRC72,0.0,0.52,-56.51,55.87,0.13
LRRC73,0.0,8.87,-12.27,3.1,0.3
LRRC8A,0.0,2.95,-11.05,8.14,-0.05
LRRC8B,0.17,-30.14,19.57,10.59,-0.2
LRRC8C,0.0,-29.97,19.57,10.59,-0.2
LRRC8D,0.0,-29.97,19.57,10.59,-0.2
LRRC8E,0.0,1.61,-19.5,18.95,-1.05
LRRCC1,0.0,5.38,-3.46,-1.9,-0.03
LRRD1,0.17,0.27,-53.69,51.06,2.19
LRRFIP1,-3.2,0.52,-0.37,3.05,0.0
LRRFIP2,-0.2,0.64,-6.83,6.58,-0.2
LRRIQ1,0.32,-0.91,-5.01,5.63,-0.03
LRRIQ3,0.0,-31.39,20.56,10.66,0.17
LRRIQ4,-0.2,0.02,-11.54,11.47,0.25
LRRK1,-0.05,8.97,-10.73,2.02,-0.22
LRRK2,-0.25,-1.24,-4.77,6.14,0.1
LRRN1,-0.03,0.83,-5.91,5.51,-0.42
LRRN2,0.0,-1.27,-16.61,12.7,5.16
LRRN3,0.0,0.64,-48.64,47.95,0.05
LRRN4,0.0,1.72,-31.04,29.71,-0.39
LRRN4CL,0.0,13.0,-5.87,-6.75,-0.39
LRRTM1,0.0,2.79,-5.22,2.44,0.0
LRRTM2,0.0,-0.58,-4.36,5.13,-0.2
LRRTM3,0.17,67.37,-66.89,-0.46,-0.2
LRRTM4,0.0,2.79,-5.22,2.44,0.0
LRSAM1,0.0,2.12,-10.58,8.52,-0.05
LRTM1,-0.59,0.52,-6.72,6.97,-0.2
LRTM2,0.17,4.26,-4.45,1.53,-1.51
LRTOMT,0.17,13.32,-5.47,-7.62,-0.39
LRWD1,0.0,0.44,-49.23,49.06,-0.26
LSAMP,0.22,2.94,-11.98,8.5,0.32
LSAMP-AS3,-0.98,2.8,-11.25,9.08,0.34
LSG1,-0.44,2.87,-12.95,10.41,0.1
LSM1,0.0,7.71,-7.23,-0.29,-0.2
LSM10,0.0,-30.48,18.62,11.18,0.69
LSM11,-0.03,-1.21,-4.07,5.7,-0.39
LSM12,0.17,5.43,-11.66,6.06,0.0
LSM14A,0.0,-33.54,4.4,29.74,-0.61
LSM14B,0.0,2.97,-31.85,28.93,-0.05
LSM2,0.0,7.92,-10.41,2.68,-0.2
LSM3,0.34,1.88,-7.2,5.39,-0.42
LSM4,0.0,2.21,-20.29,18.09,-0.03
LSM5,0.0,0.42,-57.59,56.24,0.94
LSM6,-1.62,-10.28,7.5,4.39,0.0
LSM7,0.17,1.36,-20.3,19.39,-0.63
LSMD1,-0.2,12.18,-14.9,3.31,-0.39
LSP1,-3.0,5.13,0.94,-2.87,-0.2
LSR,0.17,-33.76,4.97,28.68,-0.07
LSS,-0.03,2.29,-8.34,6.08,0.0
LST1,0.0,7.92,-10.41,2.68,-0.2
LTA,0.0,7.92,-10.41,2.68,-0.2
LTA4H,0.17,-2.27,-3.34,5.28,0.14
LTB,0.0,7.92,-10.41,2.68,-0.2
LTB4R,-0.2,16.57,-17.58,2.21,-1.0
LTB4R2,-0.2,16.57,-17.58,2.21,-1.0
LTBP1,0.17,2.89,-5.62,2.56,0.0
LTBP2,-0.03,6.78,-9.78,3.02,0.0
LTBP3,0.0,13.42,-6.75,-6.64,-0.03
LTBP4,-0.03,-33.28,7.14,26.6,-0.44
LTBR,0.0,5.17,-3.89,1.53,-2.81
LTC4S,-0.22,-1.51,-4.37,6.51,-0.42
LTF,-0.81,1.09,-7.08,6.8,0.0
LTK,0.17,13.52,-16.03,2.36,-0.03
LTN1,0.0,0.42,-7.43,7.01,0.0
LTV1,-0.22,12.58,-15.16,2.8,0.0
LUC7L,-0.03,12.63,-16.91,3.79,0.52
LUC7L2,0.0,0.08,-47.4,47.86,-0.54
LUC7L3,0.0,4.13,-11.63,7.16,0.34
LUM,0.34,-1.72,-3.53,5.11,-0.2
LURAP1,0.0,-32.2,21.76,10.27,0.17
LURAP1L,-0.46,18.26,-22.1,3.79,0.52
LUST,-0.98,1.26,-7.16,7.1,-0.22
LUZP1,0.17,-26.92,17.33,9.63,-0.22
LUZP2,0.17,3.44,-1.56,-2.04,0.0
LUZP6,0.0,0.08,-48.1,48.59,-0.56
LXN,0.17,-0.35,-10.78,10.44,0.52
LY6D,-0.78,5.6,3.08,-5.23,-2.69
LY6E,-0.78,5.04,3.66,-5.23,-2.69
LY6G5B,0.0,7.92,-10.41,2.68,-0.2
LY6G5C,0.0,7.92,-10.41,2.68,-0.2
LY6G6C,0.0,7.92,-10.41,2.68,-0.2
LY6G6D,0.0,7.92,-10.41,2.68,-0.2
LY6G6E,0.0,7.92,-10.41,2.68,-0.2
LY6G6F,0.0,7.92,-10.41,2.68,-0.2
LY6H,-0.78,4.85,3.48,-4.86,-2.69
LY6K,-0.78,5.6,2.91,-5.4,-2.35
LY75,0.17,2.22,-5.38,2.8,0.17
LY75-CD302,0.17,2.22,-5.38,2.8,0.17
LY86,-0.39,6.99,-8.46,1.87,-0.03
LY86-AS1,-0.59,6.99,-8.63,2.07,0.14
LY9,0.0,0.26,-9.4,9.18,-0.03
LY96,0.0,5.68,-4.39,-1.44,0.14
LYAR,0.0,-0.18,-2.72,3.1,-0.2
LYG1,0.0,2.86,-5.66,2.63,0.17
LYG2,0.0,2.86,-5.66,2.63,0.17
LYL1,0.0,1.68,-19.31,17.89,-0.26
LYN,0.0,6.24,-5.46,-0.78,0.0
LYNX1,-0.78,5.6,3.08,-5.23,-2.69
LYPD1,0.0,3.15,-5.42,2.1,0.17
LYPD2,-0.78,5.6,3.08,-5.23,-2.69
LYPD3,-0.42,-35.75,9.9,26.1,0.14
LYPD4,0.34,-34.9,8.58,26.38,-0.42
LYPD5,-0.42,-35.41,9.76,25.91,0.14
LYPD6,0.17,2.03,-5.18,2.98,0.0
LYPD6B,0.17,2.03,-5.18,2.98,0.0
LYPLA1,0.0,6.41,-5.63,-0.95,0.17
LYPLA2,0.0,-26.4,16.75,9.49,0.17
LYPLAL1,0.17,2.69,-10.91,7.88,0.17
LYRM1,0.34,10.35,-14.66,3.96,0.0
LYRM2,0.0,11.04,-13.45,2.61,-0.2
LYRM4,-0.59,6.99,-9.0,2.61,-0.03
LYRM5,0.0,4.7,-7.26,2.34,0.22
LYRM7,0.17,-0.39,-4.72,5.13,-0.2
LYSMD1,0.0,-0.41,-9.4,9.5,0.32
LYSMD2,0.17,10.79,-13.28,2.51,-0.2
LYSMD3,0.34,0.34,-5.78,5.08,0.0
LYSMD4,-0.03,8.11,-9.7,1.63,-0.03
LYST,-0.59,0.51,-9.93,9.84,0.17
LYVE1,-1.83,3.0,1.76,-2.53,-0.39
LYZ,0.17,-0.66,-6.5,4.99,2.02
LYZL1,-0.2,66.97,-57.43,-9.12,-0.22
LYZL2,-0.03,66.62,-57.68,-8.7,-0.22
LYZL4,-0.59,1.26,-7.97,7.13,0.17
LYZL6,0.17,7.82,-12.47,4.68,-0.2
