,log_rank,p_value,long_survival
CAMK1D,62.72429659423937,2.377643711925671e-15,high
CAMK2G,63.5113138784349,1.5944840986075424e-15,high
CASC2,23.618605870574235,1.1744641231480166e-06,high
CASP7,66.63508903084228,3.2671830232140167e-16,low
CC2D2B,3.1332154792285634,0.07671229635495837,low
CCAR1,43.43411252741595,4.384772343234066e-11,high
CCDC147,16.2433534345858,5.5704670678751726e-05,low
CCDC3,44.17698666106016,2.9998741807219093e-11,low
CCDC6,83.97606742047081,5.008006866281144e-20,high
CCDC7,1.5377472641551495,0.21495343207033824,high
CCNJ,29.20950961640104,6.495959970693119e-08,high
CCNY,109.47563672349429,1.2766403572212186e-25,high
CDC123,66.39153744754351,3.6968587668895475e-16,high
CDH23,0.9087962894514033,0.3404340003770901,low
CDHR1,136.2736722190399,1.738407830907591e-31,high
CDK1,99.8882734799089,1.6124112193439277e-23,low
CDNF,77.6381596740338,1.2375594650468328e-18,high
CELF2,77.30500671356897,1.464942043865159e-18,high
CEP55,119.07332806003087,1.0092864695645576e-27,low
CH25H,6.635214503861732,0.009998215575463126,low
CHAT,14.189496076546531,0.0001652906403990697,low
CHCHD1,18.323828830535845,1.86361497757914e-05,low
CHST15,74.8914735339043,4.973131645160766e-18,high
CHST3,47.57884564167326,5.283556390992188e-12,high
CHUK,43.80344906453914,3.630646447170572e-11,high
CISD1,54.53536182582418,1.5267566780463286e-13,high
CLRN3,4.961690040219074,0.02591486799025117,low
CNNM1,63.12075029831893,1.944151740262562e-15,high
CNNM2,117.51539338635347,2.2137527115942657e-27,high
COL13A1,9.79653489162123,0.0017484101366959267,low
COL17A1,15.483054566919469,8.324822973952053e-05,low
COMMD3,4.748979785825543,0.029315669984785808,low
COMTD1,0.18208070043746613,0.6695911837098809,low
COX15,115.61792474536387,5.7628296041721666e-27,high
CPEB3,121.71982606273448,2.6585050620257015e-28,high
CPN1,0.003092922535489904,0.9556492717038686,same
CPXM2,2.0590058395476247,0.15130885969151026,low
CREM,27.0683923379355,1.9638280621552738e-07,low
CRTAC1,134.34176542922194,4.599558322558349e-31,high
CSGALNACT2,13.548307407694042,0.0002325010011242221,high
CSTF2T,122.30137210980713,1.983068328699882e-28,high
CTBP2,124.82001725683183,5.572669594148434e-29,high
CTNNA3,109.17199583927382,1.4879759232632723e-25,high
CUBN,76.96929113494808,1.7363695912629365e-18,low
CUEDC2,91.63506821322899,1.042294421381669e-21,high
CUL2,70.1893168362514,5.387743110051948e-17,high
CUTC,74.30908727587665,6.67953266565498e-18,high
CUZD1,5.150916652623376,0.023234104791344714,high
CWF19L1,22.222343388293876,2.428314226900931e-06,high
CXCL12,5.140302432838587,0.023376575497934458,high
CYP17A1,49.557407225818494,1.926511132801372e-12,high
CYP26A1,0.45752915354517976,0.4987809961032784,low
CYP26C1,1.2163469278061678,0.2700787621053953,low
CYP2C18,2.1278299718551454,0.14464540431870826,low
CYP2C19,0.1627303162929138,0.6866551206070433,high
CYP2C8,2.182129496516609,0.13962115791907917,low
CYP2C9,0.06500200135224878,0.7987579324086044,same
CYP2E1,75.99982505278123,2.8368986940556353e-18,high
DCLRE1A,25.84387817323593,3.701768790648942e-07,high
DCLRE1C,1.6259793196757633,0.20226006827431803,high
DDIT4,26.6300181737037,2.463857764316783e-07,high
DDX21,48.224901832269516,3.800313942802824e-12,high
DDX50,43.59897044163283,4.030510359139792e-11,high
DHTKD1,116.42454806106254,3.837028498945445e-27,high
DHX32,1.4450077471942857,0.2293306940271635,low
DIP2C,127.93953863015444,1.1571488463153898e-29,high
DKK1,3.4224777988907196,0.06431441441913284,low
DLG5,92.2975638333926,7.457604643616491e-22,high
DMBT1,15.005569865590024,0.00010719432531865774,low
DNA2,0.7430481168025085,0.38868620378262997,high
DNAJB12,127.0652096482299,1.7976863597067598e-29,high
DNAJC1,20.871589502458132,4.911252020020668e-06,low
DNAJC12,118.57728090151778,1.2960494516534427e-27,high
DNAJC9,32.012491312699524,1.531844046144244e-08,high
DNMBP,53.20547833124662,3.0041979400328936e-13,high
DNTT,0.8819955068137533,0.34765570815877245,high
DOCK1,55.769262650742604,8.149582698475714e-14,high
DPCD,6.933410678690305,0.008460020455142728,low
DPYSL4,71.96720111882614,2.1880412560656874e-17,high
DRGX,11.701305169057468,0.0006245627431744337,high
DUPD1,0.03358448555806705,0.8545934660108542,low
DUSP13,5.574613957174121,0.01822268179135692,high
DUSP5,62.64305931238387,2.477766128755515e-15,low
DYDC1,0.3529974732840581,0.5524212180307142,low
DYDC2,0.5842109969553646,0.44466646201179183,low
EBF3,17.95270438810318,2.2646242797196847e-05,low
ECD,57.36922956296684,3.6121439774968403e-14,high
ECHDC3,10.354465111702998,0.0012916188520816067,low
ECHS1,4.125477877414159,0.042242088530241924,low
EGR2,9.560178765408118,0.0019884374347208114,low
EIF3A,103.18128316415107,3.0584192295896156e-24,high
EIF4EBP2,107.10642714636408,4.2189357501804e-25,high
EIF5AL1,62.50973590314974,2.6513071502812264e-15,low
ELOVL3,22.806454075609174,1.7916302351485114e-06,low
EMX2,8.155909455852463,0.004292107058442355,low
EMX2OS,25.908526410184276,3.5798442854964974e-07,high
ENKUR,0.02697777981247248,0.8695350186529442,low
ENTPD1,0.11837831167329713,0.7308000403149914,high
ENTPD7,13.715372730423443,0.0002127062749351328,low
EPC1,87.97160333781996,6.640092204416567e-21,high
ERCC6,70.16831028120916,5.4454235027091195e-17,high
ERLIN1,3.999941614565573,0.04550184006813361,high
EXOC6,55.592754781164764,8.915160455485779e-14,high
EXOSC1,5.357227261225514,0.02063655937794914,low
FAM107B,37.85858146942255,7.606306311007371e-10,high
FAM13C,113.67839230945354,1.532540849439676e-26,high
FAM149B1,110.14305605184117,9.116822391456831e-26,high
FAM160B1,83.58515815213899,6.102954175113451e-20,high
FAM170B,1.5781043360527944,0.20903396000631072,high
FAM171A1,127.30439936313162,1.593574391495939e-29,high
FAM175B,63.595601851239955,1.5276987451858872e-15,high
FAM178A,79.86348321883774,4.0119314226218897e-19,high
FAM188A,92.62882209639741,6.308201683530572e-22,high
FAM190B,152.0369744684544,6.219349059673748e-35,high
FAM196A,1.3841378424695872,0.23939757779836912,low
FAM21A,36.41286967858434,1.5964559185714307e-09,high
FAM21B,60.724851487070616,6.563628669719073e-15,high
FAM21C,90.24362967548755,2.1056717736110518e-21,high
FAM22A,81.47807063854907,1.7721712327400689e-19,high
FAM22D,89.70951581100127,2.7582515416970898e-21,high
FAM24A,0.0008121566532595541,0.9772646742026436,low
FAM24B,10.687179247055848,0.0010788057404098024,high
FAM25A,0.020994503718375135,0.8847939303340475,low
FAM25B,0.0004176372226720708,0.9836954268997177,low
FAM35A,25.662236305696847,4.0670840537231397e-07,high
FAM35B,106.27540467937817,6.416795734388428e-25,high
FAM35B2,63.85551049700062,1.33887324416769e-15,high
FAM45A,103.92408978127126,2.1021789486751406e-24,high
FAM53B,48.386281218702564,3.5000823840470306e-12,high
FANK1,1.313914557915831,0.2516871245854679,low
FAS,66.34417704623847,3.78675881251729e-16,low
FBXL15,51.09038925120135,8.820911288201492e-13,low
FBXO18,110.74201677391888,6.739436617706014e-26,high
FBXW4,104.54084654663208,1.5398602564589015e-24,high
FGF8,33.54529282737749,6.962366566825239e-09,high
FGFBP3,49.06972329789968,2.4702382633794477e-12,high
FGFR2,7.3590358900157,0.00667265611897384,low
FLJ37201,52.39356193277652,4.54210555156993e-13,high
FLJ45983,9.899800128445493,0.0016529672373247603,low
FLJ46361,3.1926905177768434,0.07396817804492681,high
FOXI2,0.521528175306742,0.47019053293780155,high
FRAT1,80.67153893363151,2.6653346296659644e-19,high
FRAT2,59.16173929323734,1.4523035109095548e-14,high
FRG2B,0.861440774910863,0.3533358148618033,high
FRMD4A,61.61894807855105,4.167884432534483e-15,high
FRMPD2,51.403644841161324,7.519879518362696e-13,high
FUT11,5.2692454403222175,0.021705419196831357,high
FXYD4,8.58927902034658,0.0033814785962507075,low
FZD8,27.301540823593612,1.740726431755264e-07,low
GAD2,15.841554078940018,6.887325073595404e-05,high
GATA3,57.91592151036949,2.735639544137489e-14,low
GBF1,103.30188400914429,2.8777953568262874e-24,high
GDF10,120.15843251925915,5.840483079105865e-28,high
GDF2,2.2042587789581747,0.13763003339752544,high
GDI2,46.858968126184415,7.62832218374987e-12,high
GFRA1,118.52751501964492,1.3289779456782778e-27,high
GHITM,90.933153326618,1.4860872062125958e-21,high
GJD4,0.08110809946617849,0.7758013275966004,low
GLRX3,1.7078754415483979,0.19126125327498997,low
GLUD1,103.3006429856079,2.8795985942791986e-24,high
GOLGA7B,44.96975329735848,2.001014721154601e-11,high
GOT1,22.811681273641348,1.7867639307281235e-06,high
GPAM,46.0098458486835,1.1766017310219038e-11,high
GPR123,79.8938178388317,3.9508078175852896e-19,high
GPR158,95.25226331987368,1.6760644535233467e-22,high
GPR26,19.75242381785751,8.814982977918859e-06,high
GPRIN2,30.244392120054023,3.808909416425555e-08,high
GRID1,119.58938016451606,7.780924769696384e-28,high
GRK5,3.9659958227521543,0.04642805272152742,low
GSTO1,29.342732223303557,6.064353051810659e-08,low
GSTO2,40.885724601412754,1.6139577553688342e-10,high
GTPBP4,106.31641163657974,6.285378020257797e-25,high
GUCY2GP,0.0003498263655425171,0.9850775198509696,low
H2AFY2,125.627241475152,3.710210097483902e-29,high
HABP2,14.744493250411157,0.00012310655243525265,low
HECTD2,43.99988761157686,3.283947205364052e-11,high
HELLS,59.986591911022046,9.550578277360203e-15,low
HERC4,56.5178160681824,5.569148786669793e-14,high
