,log_rank,p_value,long_survival
RALA,9.522306676560053,0.002029892765389547,high
RAMP3,21.420693530894702,3.6876955458858217e-06,low
RAPGEF5,13.73385457176259,0.00021062348702959537,high
RARRES2,120.72181006042669,4.396563561479005e-28,low
RASA4,25.2179178729019,5.120426702761838e-07,high
RASA4P,44.39231228035693,2.687403524922992e-11,high
RBAK,4.512360102906845,0.03365077789598937,high
RBM28,7.498726239878096,0.006174264675088613,low
RBM33,0.2601546139882049,0.6100139528318842,high
RELN,61.28289408868679,4.9435682949549295e-15,high
REPIN1,6.331870001181128,0.0118587212903275,high
RFC2,105.34688472118685,1.0252148100714226e-24,low
RHBDD2,59.805004948850716,1.0473666991527335e-14,low
RHEB,0.44669656449340883,0.5039078921886322,low
RINT1,82.66112931594694,9.739787259604957e-20,low
RNF133,19.780609622741014,8.685939859037741e-06,low
RNF148,27.29214949118813,1.749201571493392e-07,low
RNF216,0.616857688836581,0.43221739088640043,high
RNF32,33.542575353677165,6.972100664831087e-09,high
RP9,60.61473736865838,6.941240024829245e-15,low
RP9P,32.84316933553096,9.990148826121131e-09,low
RPA3,131.07545633010557,2.3837093221974342e-30,low
RPL13AP17,0.9623945204184415,0.32658431656777503,high
RPL19P12,33.98263948618549,5.560600635379903e-09,high
RPL23P8,138.06352501182647,7.058240626785309e-32,high
RPS2P32,117.67397103101455,2.0436492660737853e-27,low
RSBN1L,0.9363913378587511,0.3332076284254452,high
RSPH10B2,9.339911769957826,0.0022421632038611412,low
RUNDC3B,59.21666443209887,1.4123272446325981e-14,high
SAMD9,69.02505751542029,9.722033817083393e-17,low
SAMD9L,88.17100355534046,6.003352484322447e-21,low
SBDS,11.562348757149573,0.0006730078437262911,low
SBDSP1,66.49732406529482,3.503689125762441e-16,low
SCIN,26.91849775575052,2.122180340894264e-07,low
SCRN1,0.046442314762393515,0.8293737774680883,low
SDK1,19.905634380836318,8.136018902513902e-06,low
SEC61G,115.0603075216186,7.63401797298781e-27,low
SEMA3A,31.50952127956304,1.984647163036192e-08,low
SEMA3C,2.6037132727595194,0.10661365778182405,high
SEMA3D,78.92883303050768,6.438813057926309e-19,high
SEMA3E,20.97908311711208,4.643251837511332e-06,low
SEPT7P2,31.880337213563827,1.639686090771617e-08,low
SERPINE1,88.54812419137751,4.961308441740627e-21,low
SFRP4,78.15677779091735,9.517849077946926e-19,low
SGCE,15.132892884498961,0.00010020213141772566,low
SH2B2,0.13294639473982317,0.7153964651155347,low
SHFM1,54.70880507697041,1.397786343769595e-13,low
SHH,8.414492650169107,0.0037224165777627566,high
SKAP2,83.14689882316799,7.617677705209229e-20,low
SLC12A9,15.377953515916138,8.80091703798316e-05,low
SLC13A1,9.702820231471637,0.0018398543073024542,high
SLC13A4,10.12840043886167,0.0014600205480468566,low
SLC25A13,94.98989872703586,1.9135923426501665e-22,low
SLC25A40,6.822286184248562,0.009002724930069277,high
SLC26A3,1.7837275381600157,0.18169227160324325,low
SLC26A4,15.834144321251177,6.91434729179093e-05,low
SLC26A5,3.866992083256204,0.04924470176122417,high
SLC29A4,0.7960806156851175,0.37226779056062176,low
SLC35B4,13.557009436822957,0.00023142553591190207,low
SLC37A3,12.405774317432634,0.00042800829687774674,low
SLC4A2,61.31438110727787,4.865136744222455e-15,low
SMARCD3,2.6916550724039956,0.10087498580011202,low
SMO,77.28848189709994,1.4772501892351833e-18,low
SMURF1,23.686406605682574,1.1338055550020055e-06,low
SND1,0.6365537961604816,0.4249614795001784,high
SNORA14A,0.12770368069297933,0.7208249243839285,low
SNORA15,1.0059069066935413,0.3158854183122048,low
SNORA22,1.8670185867532347,0.1718169354181141,low
SNORA5A,0.5777303440428696,0.44720333122934375,low
SNORA5B,0.017011702338399867,0.8962270896939215,high
SNORA5C,0.44380922639244724,0.505289611003793,low
SNORA9,0.34384604223079035,0.5576175817022154,low
SNORD93,0.0,1.0,same
SNX10,52.91433359286674,3.4841765112874485e-13,low
SNX13,1.8972577981954601,0.16838558008172638,high
SNX8,58.19250355529155,2.376830532673934e-14,low
SOSTDC1,0.4495897312395466,0.5025298488543486,low
SP4,1.7361349596664983,0.1876292989835068,high
SP8,29.8993905408546,4.550558482476286e-08,low
SPAM1,0.027597432934121598,0.8680587762139585,low
SPDYE1,0.37629873942065334,0.5395907752369575,high
SPDYE2,10.661695673331415,0.0010937707438694272,low
SPDYE3,3.942492535251575,0.04708096970553379,low
SPDYE5,0.594811278072612,0.44056463495373066,high
SPDYE6,22.425525356554434,2.1845142269022317e-06,low
SPDYE7P,36.10438094991657,1.8702590463484056e-09,high
SPDYE8P,55.75953740278237,8.189998115694166e-14,low
SRCRB4D,76.0144363167144,2.8159848939121827e-18,low
SRI,5.726969974720326,0.016706283904187238,high
SRPK2,16.922923279594936,3.892862568698534e-05,high
SRRM3,57.24573563603492,3.846221509609005e-14,high
SRRT,19.042118452806566,1.2786478510571066e-05,low
SSBP1,72.88731013050067,1.3726793939437073e-17,low
SSPO,64.09659465714239,1.1846612924022917e-15,high
ST7,5.205717144024383,0.022512726063055932,high
STAG3,0.006018144924568927,0.938164774442335,high
STAG3L1,25.218252377581724,5.119538691232889e-07,low
STAG3L2,8.970946321898337,0.002743064859757335,low
STAG3L3,1.872089501278637,0.17123595809370729,low
STAG3L4,27.991896926976626,1.2182451154622814e-07,low
STARD3NL,62.56732424925673,2.5749029784845725e-15,low
STEAP1,82.91639559094364,8.559824087997681e-20,low
STEAP2,10.21621492374843,0.0013921125874334283,high
STEAP4,4.019956082065074,0.04496488442040868,low
STK17A,69.00816054006332,9.805686009440272e-17,low
STK31,0.6625150449040725,0.4156734395587519,low
STRA8,0.011874648183938411,0.9132256035477586,low
STX1A,2.0647515128482383,0.15073949756555485,low
STYXL1,17.685019105989284,2.6067151354839807e-05,low
SUMF2,82.51489697507114,1.0487672423492343e-19,low
SUN1,70.01372743624513,5.889318307227317e-17,low
SUN3,4.083624143441676,0.04330069054606777,low
SVOPL,28.37550791111449,9.992148612232453e-08,low
SYPL1,61.80661849371598,3.788986442886563e-15,low
TAC1,3.1416367839737642,0.07631718465538768,high
TAF6,14.419634422888457,0.00014626928641280084,low
TARP,35.84882641783654,2.1323643780850355e-09,high
TAS2R16,0.001138764618291002,0.9730800267665742,same
TAS2R3,40.608704914122626,1.8597630568000478e-10,high
TAS2R38,0.0008281858857104176,0.9770414724473035,same
TAS2R39,0.0236088196296765,0.8778844350978351,low
TAS2R4,70.46139109460451,4.6936311538451936e-17,high
TAS2R40,0.44592974875385666,0.5042742164003926,low
TAS2R41,0.00557223510009558,0.9404952554320903,high
TAS2R5,5.695078704152812,0.017012549589097634,high
TAS2R60,0.5004490673274885,0.47930287234291835,high
TAX1BP1,0.9488555807827668,0.3300107705273656,high
TBL2,115.56432368498587,5.9207145515679905e-27,low
TBRG4,41.61110211657822,1.1135909495178093e-10,low
TBX20,0.22951296212160072,0.6318851950865569,high
TBXAS1,19.292103827652937,1.1216927226503681e-05,low
TECPR1,19.278207968699654,1.12988616613877e-05,high
TES,100.76718070221182,1.034564071553981e-23,low
TFAMP1,2.5849118831074795,0.10788641213653105,low
TFEC,42.52016577343901,6.995723009575718e-11,low
TFPI2,24.50649726713552,7.405967812135331e-07,low
TFR2,36.13100823251822,1.8448772377269991e-09,low
THAP5,1.8969602978786482,0.1684189533973905,low
THSD7A,7.647227419365502,0.005685964416473261,high
TMED4,92.45784480434253,6.877423514384019e-22,low
TMEM106B,2.627452986483294,0.10503007694885284,high
TMEM120A,27.21621203805389,1.8192675958974337e-07,low
TMEM130,32.245230288343876,1.3589026238052423e-08,high
TMEM139,0.11129291676714632,0.7386769426266678,low
TMEM140,86.89431726262745,1.1447783390764131e-20,low
TMEM168,57.20208594902751,3.9325386443405183e-14,low
TMEM176A,84.54997807036379,3.7462435147844646e-20,low
TMEM176B,87.78278667019211,7.305192084434188e-21,low
TMEM184A,6.394941060888434,0.011444602988769707,low
TMEM196,27.30905993975612,1.7339705348265952e-07,high
TMEM209,98.55115605244718,3.167359386255934e-23,low
TMEM213,34.143802107720575,5.118601095794179e-09,high
TMEM229A,7.648349345976092,0.0056824292453222965,same
TMEM60,128.58280685906783,8.368210580070653e-30,low
TMUB1,49.98660019955325,1.5479950762282912e-12,low
TNPO3,0.4432680240443309,0.5055493223083825,high
TNRC18,0.6548482978502049,0.4183846012282053,high
TNS3,30.432334457872482,3.4571728092864424e-08,high
TOMM7,18.61023088389317,1.6035765448039444e-05,low
TP53TG1,31.723755606840143,1.7773483387076866e-08,low
TPI1P2,2.847779725503798,0.09150022133236241,low
TPK1,21.181812381771607,4.177096851931965e-06,low
TPST1,81.54073789971179,1.7168587844308052e-19,low
TRA2A,1.9474609375262257,0.1628607218239997,low
TRIL,5.493386089560005,0.019088538971417046,high
TRIM24,16.947944413153788,3.841889668321222e-05,high
TRIM4,25.746520116644827,3.893283701452718e-07,low
TRIM50,6.479098412137311,0.010915033515595257,high
TRIM56,8.88443731555691,0.002876116692759975,low
TRIM74,6.5982155359055525,0.010208102575066068,low
TRIP6,108.80870418355089,1.7872889888016926e-25,low
TRPV5,4.946364681949882,0.026145590384447363,high
TRPV6,21.942128283662623,2.8099710302982686e-06,low
TRRAP,0.4209828811067916,0.5164470127441498,high
TRY6,0.0036809577219920576,0.9516213099349142,low
TSC22D4,3.6468583150570066,0.05617508159261508,low
TSGA13,0.0012384986454507202,0.9719263945925039,high
TSPAN12,7.162794282179546,0.007443115779548609,low
TSPAN13,34.85752243907223,3.5473632295469827e-09,low
TSPAN33,1.6722728570793892,0.1959543803786662,high
TTC26,123.70045703658123,9.797130229171378e-29,low
TTYH3,115.62637651783673,5.7383216721229436e-27,low
TWIST1,82.24788772904968,1.2004583758176655e-19,low
