,log_rank,p_value,long_survival
NKG7,57.24793051218265,3.8419315567592937e-14,low
NKPD1,41.78975438141551,1.0163460246603676e-10,high
NLRP11,2.8726421905137403,0.09009684522971798,low
NLRP12,55.5286992962626,9.210446617637192e-14,low
NLRP13,0.013411977132529214,0.9078030530242718,same
NLRP2,0.10160646724459116,0.749910261603965,low
NLRP4,0.8031007748841844,0.37016790283834533,high
NLRP5,0.004849281704310823,0.9444827584891693,high
NLRP7,3.028778583175966,0.0817995728857762,low
NLRP8,0.005941485362761881,0.9385590830502291,high
NLRP9,11.479884358617536,0.0007035350739954642,low
NOSIP,17.37921417164384,3.061558615287574e-05,low
NOVA2,8.85058963208114,0.002929942252273762,high
NPAS1,4.13156785680064,0.042090337562253374,low
NPHS1,39.77720960675813,2.846472724925533e-10,high
NR1H2,1.5707463393859489,0.21009866024565607,low
NTF4,14.026806835181088,0.00018022292256729137,low
NTN5,0.2564071862116395,0.6125992806514579,high
NUCB1,98.3721175706475,3.467067255805061e-23,low
NUDT19,113.84995991765669,1.40551235113887e-26,low
NUMBL,32.213371493483486,1.3813680721573502e-08,low
NUP62,52.359955684287435,4.620502188891124e-13,low
OPA3,70.05377168177648,5.770968251268006e-17,low
OSCAR,54.77797865661174,1.3494436975096172e-13,low
PAF1,0.01406524175612881,0.9055946644538745,low
PAFAH1B3,7.490039807181281,0.006204118462556886,low
PAK4,29.066615897091427,6.993172391057099e-08,low
PAPL,0.03180412731224245,0.8584582308247988,low
PDCD2L,32.934463737908956,9.531844005250528e-09,low
PDCD5,54.15664094876718,1.8512714325493185e-13,low
PEG3,25.283618581427866,4.948940440365769e-07,high
PEPD,44.447933014599684,2.6121261479243887e-11,low
PGLYRP1,0.8543052328189807,0.35533725445960973,low
PHLDB3,16.38813807992432,5.1607184912396974e-05,low
PIH1D1,8.558907513638461,0.0034383569373906586,low
PLA2G4C,16.80823520741552,4.135345332984355e-05,high
PLAUR,110.53725006695737,7.472794650416651e-26,low
PLD3,35.797067432392566,2.189772574479086e-09,low
PLEKHA4,105.27754825330727,1.061723590206357e-24,low
PLEKHF1,36.80747833931933,1.3038913315675321e-09,low
PLEKHG2,30.423413514307786,3.473107973894569e-08,low
PNKP,57.336573066952916,3.672619923339132e-14,low
PNMAL1,30.068583369387525,4.170328945887029e-08,high
PNMAL2,83.35835735540162,6.844881423359061e-20,high
POLD1,70.9252310525754,3.7102257838574277e-17,low
POLR2I,43.15644454624588,5.053317456760801e-11,low
POP4,113.0347768950063,2.120232269832572e-26,low
POU2F2,4.224551388402166,0.03984315050512625,same
PPFIA3,59.795980682388844,1.0521801656485508e-14,high
PPM1N,0.7031076309411143,0.40174145129597316,low
PPP1R12C,0.8911802140088578,0.3451576814203966,low
PPP1R13L,8.548363354878973,0.0034583301967073474,low
PPP1R14A,2.2576705943873954,0.13295391513424312,low
PPP1R15A,54.16295937518845,1.8453281074954522e-13,low
PPP2R1A,0.027477270927767937,0.8683437052788286,low
PPP5C,27.972759538422594,1.2303529709162528e-07,low
PRG1,0.006614182768087641,0.9351814042993016,same
PRKCG,33.9333487893415,5.703270070286892e-09,high
PRKD2,73.86149249379132,8.379512158426422e-18,low
PRMT1,70.19621270349577,5.368941813467688e-17,low
PRODH2,0.24678294983443427,0.6193494663816697,high
PRPF31,28.871110133683707,7.735816402794015e-08,low
PRR12,6.290736586869169,0.012137060160129295,high
PRR19,37.16484195409361,1.0855337749532066e-09,low
PRR24,82.18613154281945,1.23855886699593e-19,low
PRRG2,29.797889072855156,4.795138078232035e-08,low
PRX,30.67628179038402,3.048689916870708e-08,high
PSENEN,51.20206411600106,8.333096030034587e-13,low
PSG1,0.49617182122942827,0.4811870375785934,low
PSG11,1.1138249968078393,0.2912519879814569,low
PSG2,0.00317562887851628,0.9550608222595794,low
PSG3,0.067209514823492,0.7954439139326864,low
PSG4,0.03543436756060878,0.8506883717919225,same
PSG5,0.07722816624496107,0.7810894605715201,high
PSG6,0.005647818493986422,0.9400937991503334,same
PSG7,0.15347559706791827,0.6952358361395016,high
PSG8,0.01746612570669639,0.8948581575279174,low
PSG9,0.0005434002203489997,0.981402240152134,high
PSMC4,98.3566947593051,3.494175183369826e-23,low
PSMD8,120.79404392421336,4.239358538723151e-28,low
PTGIR,91.74404832967947,9.86445124600656e-22,low
PTH2,0.07574996458690206,0.783141756679027,low
PTOV1,1.2159849755650889,0.27015004377071083,low
PTPRH,1.3480135380497278,0.24562569316455274,low
PVR,41.215596107534395,1.3633040281142083e-10,low
PVRL2,94.20403556888151,2.846198147274152e-22,low
QPCTL,82.41174623108282,1.1049520081459718e-19,low
RAB4B,3.4849592093358037,0.061928887576776524,low
RABAC1,41.595525653364966,1.1224987664801553e-10,low
RASGRP4,23.121638924994535,1.5206966453038901e-06,low
RASIP1,0.23014943270562518,0.6314130485329534,low
RBM42,25.36582612360949,4.7424552413480224e-07,low
RCN3,50.42369847018129,1.2388909763339616e-12,low
RDH13,8.649423238882749,0.003271649054569114,low
RELB,68.88191341451841,1.0453916927304554e-16,low
RFPL4A,0.08725210480340342,0.7677000407209518,low
RGS9BP,6.89824904266244,0.008628021188637558,low
RHPN2,51.2303821245625,8.213749105750956e-13,low
RINL,121.14179020895045,3.557735741576691e-28,low
RPL13A,103.9133151121257,2.1136422093209804e-24,high
RPL18,0.3302347314175702,0.5655209023955043,high
RPL28,15.859413432916334,6.822630571144597e-05,low
RPS11,1.7153951853390847,0.19028686640888237,high
RPS16,0.03229205097934223,0.8573881786838843,high
RPS19,18.509368644788907,1.690711838186424e-05,low
RPS5,22.899314793854597,1.7071269803022232e-06,low
RPS9,0.22997786186724148,0.6315402440665597,low
RRAS,53.1988065984502,3.0144187640244494e-13,low
RSPH6A,0.691868670070919,0.4055295031423798,low
RTN2,18.811684845821635,1.4428047840156553e-05,high
RUVBL2,47.334001516754526,5.986472927779147e-12,low
RYR1,45.259402133337346,1.725899778382836e-11,high
SAE1,51.71409048402621,6.420034738341183e-13,low
SAMD4B,3.7598923490349945,0.05249595822054481,low
SARS2,26.833089238757882,2.2180677943820512e-07,low
SBK2,1.9393697000327312,0.16373698742951048,low
SBSN,12.303357332538171,0.0004521442521067418,low
SCAF1,0.3296004946582296,0.5658944260311578,low
SCN1B,7.40377447586617,0.0065087168356266975,low
SDHAF1,17.077878571244025,3.5877786867988724e-05,low
SEC1,34.82707134135619,3.6032817198972904e-09,high
SELV,6.6373603213475665,0.009986179392548354,low
SEPW1,5.399633088379838,0.020140985315519368,low
SERTAD1,97.29310262763968,5.978823537495303e-23,low
SERTAD3,67.95753249622074,1.6705501605539662e-16,low
SHANK1,47.13078349683458,6.6404515670058105e-12,high
SHISA7,99.70210112026365,1.771332064043867e-23,high
SHKBP1,54.857642586511055,1.2958388081490147e-13,low
SIGLEC10,28.043091773185207,1.1864388401473885e-07,low
SIGLEC11,8.929852294052115,0.0028054703341221674,low
SIGLEC12,0.19363604476228688,0.6599074429106577,low
SIGLEC14,42.983792223673625,5.5195240449040236e-11,low
SIGLEC16,20.5783175631272,5.724076159428529e-06,low
SIGLEC5,33.501415734476076,7.1212137582825405e-09,low
SIGLEC6,0.0344397498616406,0.852774532945936,high
SIGLEC7,80.95303639736434,2.3114611617972564e-19,low
SIGLEC8,0.6979084120188319,0.40348739183484084,high
SIGLEC9,64.49169316699081,9.694018460755696e-16,low
SIGLECP3,37.123798359797604,1.1086241322697408e-09,low
SIPA1L3,16.678881742111525,4.427109712496376e-05,low
SIRT2,26.741537814109176,2.325679688111861e-07,high
SIX5,38.87975643109725,4.507305857207167e-10,low
SLC17A7,24.434987779443865,7.686008461190053e-07,high
SLC1A5,46.096229859945055,1.1258489955477442e-11,low
SLC27A5,15.619759718013713,7.744110163102001e-05,low
SLC6A16,2.773797980561953,0.09581856560233322,low
SLC7A10,0.6615026541880397,0.4160299505940862,low
SLC7A9,18.43464771847424,1.7583166891586774e-05,low
SLC8A2,79.58502287999235,4.61913774801146e-19,high
SNAR-A13,0.0,1.0,same
SNAR-A2,0.0,1.0,same
SNAR-A3,0.03134851332403256,0.8594650988070582,low
SNAR-A4,0.0,1.0,same
SNAR-B2,0.06024075155916479,0.8061158267537525,high
SNAR-C2,0.0,1.0,same
SNAR-C3,0.0,1.0,same
SNAR-C4,0.0,1.0,same
